Age,Income_Usd,Temperature_C,Humidity_Pct,Latitude,Longitude,Height_Cm,Weight_Kg,Heart_Rate_Bpm,Systolic_Bp,Diastolic_Bp,Steps_Per_Day,Exam_Score,Price_Usd,Duration_Min,Gender,City,Device_Type,Membership_Level,Payment_Method,CGPA
98,1327141,-16,96,-43.0,-88,-22.0,112,116.0,141,86,254.0,40,631.0,20.0,Female,S1,S1,L2,M1,1.1
76,652126,-10,32,57.0,-153,79.0,59,194.0,179,102,27765.0,5,1271.0,,Female,S2,S1,L2,M1,8.7
76,1163931,-50,78,-52.0,-120,157.0,114,,109,65,738.0,89,1788.0,100.0,Male,S2,NAN,L1,M2,8.8
24,1567239,-43,43,-63.0, ,23.0,57,71.0,181,54,26017.0,53,813.0,202.0,Female,S2,S2,L2,M2,5.1
48,NAN,20,14,-16.0,-40,188.0,31,48.0,189,54,32585.0,94,1755.0,7.0,Male,S2,S1,L1,M2,8.4
74,1110456,38,3,76.0,98,0.0,42,122.0,123,42,4277.0,0,4589.0,212.0,Female,S2,S2,L1,M2,6.8
84,881128,-14,0,,142,202.0,100,161.0,157,102,11353.0,9,1587.0,348.0,Male,S2,S1,L1,M1,4.2
41,1289122,21,9,-90.0,-151,-60.0,42,148.0,154,114,10143.0,10,1545.0,540.0,Male,S1,S1,L2,M2,2.5
NAN,1393010,3,42,82.0,40,117.0,32,151.0,120,129,25474.0,53,3612.0,231.0,Male,S2,S2,L2,M2,9.7
80,551858,41,27,55.0,114,176.0,166,141.0,110,53,28055.0,10,2546.0,,Male,S2,S2,L2,M1,3.7
80,NAN,-35,11,-35.0,140,74.0,175,41.0,113,99,3449.0,74,3325.0,157.0,Male,S2,S1,L1,M1,7.7
70,116895,26,72,-9.0,72,15.0,103,141.0,83,43,37434.0,84,3543.0,481.0,Male,S2,S1,L2,M2,3.5
86,711074,-16,74,-75.0,-85,-32.0,170,44.0,197,65,7108.0,86,4320.0,481.0,Male,S2,S1,L2,M2,3.1
66,1378072,34,31,13.0,-116,188.0,175,197.0,82,60,14561.0,56,171.0,209.0,Female,S1,S2,L2,M1,9.9
66,741397,-44,91,65.0,105,-17.0,83,153.0,96,130,9131.0,45,1133.0,451.0,Female,S1,S2,L2,M1,2.3
94,148979,47,8,-66.0,-100,38.0,139,180.0,199,90,24685.0,94,2969.0,41.0,Male,S1,S1,L2,M2,6.5
12,310565,41,36,31.0,29,133.0,76,,193,54,18224.0,3,4777.0,77.0,Female,S2,S2,L1,M2,5.1
30,255408,39,NAN,-63.0,-29,-66.0,112,158.0,136,90,14790.0,69,583.0,1.0,Female,S2,S1,,M2,5.6
94,1199255,15,36,87.0,-107,172.0,82,,177,89,21268.0,78,2751.0,184.0,Female,S1,S1,L2,M2,1.5
52,644556,-11,98,-20.0,-146,29.0,164,91.0,175,113,10175.0,40,4251.0,136.0,Male,S2,S2,L2,M2,0.2
96,447586,37,36,28.0,-19,-8.0,127,51.0,162,49,33021.0,4,3860.0,381.0,Male,S1,S1,L2,M1,0.7
51,1736313,4,93,72.0,42,123.0,61,64.0,185,99,6172.0,69,3494.0,340.0,Female,S1,S2,,M1,8.8
30,1949692,-36,11,-36.0,49,154.0,78,,142,103,1174.0,90,2640.0,511.0,Female,S2,S2,L1,M1,4.4
94,871507,-22,47,,63,-62.0,NAN,119.0,84,77,23329.0,32,75.0,278.0,Female,S1,S2,L2,M1,3.9
44,1504667,6,53,41.0,-69,,42,178.0,135,45,8643.0,12,3443.0,506.0,Female,S1,S2,L2,M1,0.4
42,592776,4,1,29.0,146,-58.0,37,106.0,82,90,15327.0,90,2393.0,196.0,Male,S1,S2,L1,M1,0.7
91,748189,19,74,-32.0,103,-81.0,89,142.0,171,48,23672.0,71,781.0,102.0,Male,S2,S1,L1,M1,2.6
66,239296,14,63,50.0,-120,141.0,47,66.0,99,67,16304.0,10,174.0,480.0,Male,S2,S2,L1,M2,7.1
12,91240,-7,74,14.0,172,126.0,142,,193,71,10150.0,94,2420.0,419.0,Male,S2,S2,L1,M2,8.6
NAN,1610302,-36,84,,-173,165.0,117,79.0,126,48,23546.0,64,4499.0,431.0,Female,S1,S1,L2,M1,6.3
70,248112,-1,2,43.0,-32,-3.0,75,75.0,135,87,29203.0,81,396.0,531.0,Female,S2,NAN,L2,M1,4.9
93,1301254,25,51,84.0,-104,-34.0,96,167.0,172,47,2760.0,78,3664.0,66.0,Female,S1,S1,L2,M1,7.9
79,1842006,-22,3,66.0,-90,-94.0,NAN,148.0,186,40,5545.0,51,463.0,522.0,Female,S1,S1,L1,M2,4.5
32,1294756,30,92,-55.0,7,101.0,46,,144,118,15774.0,0,1991.0,168.0,Male,S1,S1,L2,M2,0.3
NAN,1356735,NAN,6,-73.0,39,114.0,147,64.0,161,93,30072.0,83,1905.0,551.0,Female,S2,S2,L2,M2,5.2
83,1716913,9,78,35.0,-97,-115.0,55,182.0,198,127,22697.0,99,4475.0,368.0,Male,S1,S2,L2,M2,0.5
88,529947,34,45,-11.0,174,163.0,62,41.0,152,91,27979.0,31,1409.0,419.0,Female,S2,S2,L1, ,4.9
NAN,426745,36,76,86.0,-52,-92.0,79,109.0,119,60,7528.0,91,1829.0,439.0,Male,S2,S2,L2,M1,8.1
95,1309942,45,NAN,70.0,68,-84.0,60,128.0,134,97,31673.0, ,3749.0,301.0,Male,S2,S1,L2,M2,9.8
89,1015140,49,100,-11.0,-153,159.0,143,195.0,173,116,36571.0,44,3683.0,497.0,Female, ,S1,L2,M1,3.0
31,1206665,-32,15,-90.0,-115,-68.0,85,,88,98,1880.0,65,2701.0,359.0,Female, ,S2,L2,M2,8.7
52,714746,-44,98,8.0,135,-7.0,37,,80,102,35603.0,89,4795.0,408.0,Male,S1,S2,,M2,7.3
42,1739023,6,2,46.0,121,,140,109.0,126,86,,92,733.0,348.0,Female,S2,S1,L2,M2,3.4
95,1283878,8,10,63.0,-88,137.0,175,85.0,186,55,39407.0,22,586.0,191.0,Female,S2,S1,L2,M1,0.7
NAN,1683812,7,95,-6.0,129,4.0,65,91.0,195,76,312.0,1,,222.0,Male,S1,S2,L2,M2,5.6
NAN,969011,-47,11,34.0,-147,-66.0,NAN,,182,68,32897.0,50,3428.0,339.0,Male,S1,S1,L2, ,3.3
77,1407133,-41,76,13.0,1,161.0,73,122.0,104,NAN,14422.0,85,4176.0,1.0,Male,S2,S1,L1,M1,5.9
49,712332,19,38,16.0,-101,88.0,78,117.0,182,NAN,39906.0,68,1635.0,103.0,Female,S1,S1,L1,M2,5.0
42,926146,-22,42,-6.0,15,22.0,142,144.0,88,43,27758.0,5,1873.0,583.0,Male,S2,S2,L1,M1,1.7
45,1767587,40,28,-53.0,-48,-93.0,32,126.0,95,118,34773.0,6,3325.0,,Male,S2,S1,L2,M1,8.6
48,1472122,10,91,86.0, ,-41.0,116,99.0,133,45,25554.0,90,496.0,478.0,Male,S1,S1,L2,M2,4.8
85,854336,-37,90,10.0,0,184.0,128,150.0,143,NAN,23187.0,18,3303.0,322.0,Male,S1,S2,L2,M2,4.2
94,384017,-39,54,-21.0,24,14.0,172,117.0,148,51,25999.0,54,1096.0,255.0,Male,S2,S2,L2,M1,9.0
14,1297807,-9,82,1.0,71,-77.0,126,186.0,81,105,36679.0,73,2373.0,137.0,Male,S2,S1,L1,M2,6.6
87,1255173,37,72,23.0,166,153.0,53,107.0,183,106,37752.0,9,,340.0,Male,S1,S1,L1,M1,7.2
65,1518277,36,30,51.0,-128,172.0,59,151.0,88,44,27272.0,64,3940.0,38.0,Male,S2,S1,L1, ,3.9
32,943859,1,60,-78.0,-55,21.0,150,54.0,175,51,,84,1505.0,104.0,Male,S1,S2,L2,M2,8.8
59,1992266,-6,35,-53.0,-21,120.0,168,175.0,129,NAN,12657.0,100,572.0,454.0,Male,S1,S2,L1,M1,2.5
89,1267854,1,60,-8.0,97,139.0,128,82.0,199,40,22387.0,92,2331.0,423.0,Female,S1,S2,L2,M2,0.9
34,895758,1,17,23.0,21,-56.0,145,146.0,153,97,36677.0,93,1111.0,465.0,Male,S2,S1,L2,M2,2.3
13,11646,2,70,-44.0,-110,109.0,99,102.0,119,NAN,33297.0,93,3142.0,481.0,Female,S1,S2,L2,M2,1.4
97,1622317,-3,59,-41.0,164,144.0,177,155.0,120,123,3333.0,27,4023.0,428.0,Male,S1,S1,L2,M1,1.5
95,1446862,23,38,7.0,-151,44.0,42,,134,77,17720.0,31,2338.0,543.0,Male,S2,S1,L2,M2,3.1
46,23003,-9,2,47.0,14,14.0,98,88.0,191,122,22092.0,29,1930.0,316.0,Male,S1,S1,L1,M2,8.9
43,931941,3,53,43.0,86,-1.0,143,198.0,113,52,21599.0,24,3524.0,33.0,Male,S1,S1,L1,M2,6.9
35,377707,48,76,-38.0,-7,97.0,67,194.0,198,99,33943.0,11,1180.0,59.0,Male,S2,S1,L2,M2,7.9
35,18303,NAN,49,49.0,117,76.0,86,111.0,83,80,32521.0,17,2527.0,577.0,Male,S2,S2,L2,M1,2.2
81,1511064,-3,63,40.0,-29,-66.0,103,64.0,184,88,30315.0,86,,331.0,Female,S2,S2,L2,M1,5.8
70,639047,0,10,-20.0,76,-40.0,169,141.0,180,85,8918.0,52,4503.0,475.0,Female,S2,S1,L1,M2,7.7
31,241193,7,9,-16.0,-15,2.0,44,71.0,154,45,35609.0,57,1448.0,29.0,Male,S2,S1,L1,M2,7.9
25,93029,NAN,34,-37.0, ,162.0,101,170.0,90,83,33225.0,49,145.0,25.0,Male, ,S2,L2,M2,7.0
64,1009208,-5,88,-48.0,-7,199.0,145,167.0,127,112,192.0,59,1496.0,,Female,S2,S1,L2,M1,1.2
59,22421,-39,52,-32.0,11,108.0,177,66.0,81,90,36422.0,84,1427.0,211.0,Male,S1,S2,L1,M2,5.9
58,NAN,6,78,-74.0,-38,156.0,40,61.0,191,74,26651.0,84,1891.0,560.0,Female,S2,S2,L1,M2,4.1
37,1369535,-43,44,10.0,-57,27.0,133,146.0,174,72,10381.0,40,3307.0,108.0,Female,S1,S2,L1,M2,0.9
98,1718545,-32,30,28.0,-159,-90.0,47,131.0,159,NAN,30813.0,22,992.0,200.0,Female,S2,S1,L2,M2,6.0
94,1050261,23,99,-7.0,-12,137.0,100,113.0,197,56,29467.0,51,1383.0,234.0,Female,S2,S2,L1,M1,6.4
19,1761547,-9,1,-52.0,25,,39,43.0, ,92,5120.0,77,41.0,147.0,Male,S2,S1,L1,M2,0.0
39,465452,48,36,21.0,24,85.0,163,86.0,144,93,14607.0,34,230.0,553.0,Male,S2,S1,L1,M1,7.7
15,1616775,19,61,45.0,53,124.0,80,117.0,183,67,2914.0,81,4565.0,371.0,Female,S1,S2,L2,M1,4.7
NAN,NAN,-44,21,-4.0,19,100.0,54,41.0,180,71,39900.0,100,1000.0,,Female,S2,S1,L1,M2,3.2
56,1434602,23,48,0.0,44,-74.0,44,177.0,129,107,,13,4323.0,387.0,Male,S1,S1,L1,M2,8.5
93,1715552,45,53,-65.0,179,-34.0,80,119.0,181,129,12267.0,57,2604.0,271.0,Female,S2,S1,L1,M1,5.4
17,288207,17,39,-20.0,-75,-84.0,36,74.0,128,122,26008.0,33,4862.0,17.0,Female,S2,S2,L2,M1,2.1
96,1366918,NAN,8,37.0,-66,161.0,125,178.0,158,75,,47,2038.0,27.0,Male,S2,S2,L1,M2,9.4
21,1454408,38,67,-62.0,52,133.0,63,120.0,123,114,4111.0,13,3405.0,300.0,Male,S2,S1,L1,M1,7.1
21,334549,25,59,72.0,2,108.0,136,62.0,152,57,38953.0,12,3319.0,236.0,Female,S2,S1,L1,M2,4.2
NAN,47393,-30,92,,-126,37.0,134,173.0,127,62,36532.0,3,2966.0,266.0,Male,S2,S1,L1,M1,0.7
90,1862031,-31,48,-40.0,-43,141.0,93,88.0,187,105,,76,1523.0,321.0,Female,S2,S2,L2,M1,4.9
74,1923567,-39,77,68.0,162,-104.0,70,116.0,134,89,16065.0,18,3564.0,569.0,Female,S2,S2,L1,M1,8.7
45,1748520,-5,82,23.0,-3,118.0,147,153.0,153,117,29715.0,37,,381.0,Female,S1,S1,L2,M1,5.9
73,741816,-3,NAN,-42.0,-96,150.0,119,44.0,109,95,13658.0,35,3765.0,,Female,S2,S1,L2,M2,0.2
40,12452,-25,25,-78.0,-48,104.0,173,74.0,111,80,2831.0,46,2064.0,407.0,Female,S2,S2,L1,M1,7.1
10,349018,-26,90,2.0,22,1.0,39,61.0,188,96,9439.0,11,,465.0,Male,S2,S2,L1,M1,2.6
44,17317,-2,42,-35.0, ,153.0,90,52.0,147,104,7979.0,89,1506.0,451.0,Female,S1,S2,L1,M2,5.5
84,1301831,NAN,51,38.0,66,-120.0,165,158.0,164,127,38180.0,33,3534.0,324.0,Female,S2,S2,L1,M2,5.4
94,1829768,48,46,42.0,3,209.0,120,162.0,121,41,13116.0,48,778.0,146.0, ,S2,S1,L1,M2,2.8
26,1452695,-3,62,-11.0,39,-99.0,171,160.0, ,100,36780.0,98,4578.0,300.0,Male,S1,S2,L1,M1,8.3
NAN,1236780,-24,53,-50.0,-92,175.0,82,195.0, ,55,1630.0,90,1562.0,443.0,Female,S2,S2,L2, ,3.8
27,414669,13,61,49.0,28,184.0,59,133.0,101,52,31088.0,43,734.0,133.0,Female,S2,S2,L2,M2,4.9
58,1143065,27,82,-60.0, ,,55,186.0,134,77,13100.0,3,,123.0,Female,S1,S2,L2,M1,4.2
15,1350101,-32,18,78.0,-108,21.0,168,90.0,102,115,33177.0,37,4417.0,346.0,Male,S2,S2,L2,M1,9.7
53,2221,29,38,1.0,29,,168,60.0,126,55,30201.0,94,3966.0,189.0,Male,S1,S1,L1,M2,9.3
96,1319681,30,45,-43.0,133,105.0,170,172.0,85,44,21351.0,50,704.0,563.0,Female,S1,S1,L1,M2,5.7
NAN,116170,0,57,,92,99.0,37,79.0,164,129,12913.0,88,2340.0,301.0,Female,S2,S2,L2,M2,9.9
43,1138412,31,24,-41.0,-52,138.0,176,177.0,108,53,24625.0,17,3069.0,532.0,Male,S1,S1,L1,M1,0.8
14,1096120,-1,32,46.0, ,,160,,193,114,34357.0,36,314.0,93.0,Female,S1,S2,L1,M2,9.8
72,259762,18,7,14.0,9,197.0,133,86.0,82,130,35704.0,32,2415.0,178.0,Male,S2,S2,L2,M1,2.6
72,1195807,47,17,2.0,-117,83.0,43,184.0,191,NAN,18992.0,65,4128.0,314.0,Female,S1,S2,L2,M2,0.6
98,204365,-37,87,50.0,-46,132.0,57,99.0,166,93,30473.0,78,3534.0,258.0,Male,S2,S2,L1,M2,0.5
41,1289822,37,63,-33.0,97,172.0,42,190.0,167,59,19609.0,2,1113.0,346.0,Female,S1,S1,L2,M2,8.5
71,629767,-41,43,24.0,62,63.0,NAN,120.0,97,59,30373.0,67,494.0,18.0,Male,S1,S1,L2,M2,9.8
42,1238880,NAN,90,-50.0,-80,182.0,35,138.0,163,82,,96,246.0,398.0,Female, ,S2,L1,M2,1.7
NAN,242371,42,63,53.0, ,-22.0,50,83.0,95,79,5207.0,59,2887.0,304.0,Female,S2,S2,L1,M1,8.5
36,1406335,8,41,-6.0,169,155.0,70,64.0, ,46,20367.0,21,343.0,64.0,Female,S2,S2,L2,M2,9.5
33,759696,-11,99,43.0,8,152.0,108,183.0,104,64,16996.0,16,4639.0,76.0,Male,S2,S2,L2,M2,7.1
87,NAN,-17,43,27.0,-146,-97.0,174,165.0,172,60,25030.0,93,2634.0,123.0,Male,S1,S2,L1,M2,4.9
56,564435,21,58,-15.0,-150,,165,42.0,85,NAN,9378.0,88,949.0,198.0,Female, ,S1,L2,M1,4.6
79,823207,-33,49,-31.0,80,-81.0,165,96.0,89,78,22821.0,55,4775.0,169.0,Male,S1,S1,L1,M2,7.9
77,1054223,-20,29,-82.0, ,50.0,103,101.0,158,60,25035.0,58,1104.0,475.0,Male,S2,S2,L2,M1,0.8
77,791874,-3,72,-6.0,119,-82.0,135,167.0, ,92,19947.0,61,333.0,548.0,Male,S1,S1,L2,M2,5.3
83,1662135,-36,35,-53.0,144,137.0,96,154.0,183,82,3857.0,7,1025.0,298.0,Female,S1,S1,L2,M2,9.8
74,1785029,-39,98,43.0,140,123.0,46,184.0,162,102,29033.0, ,1818.0,109.0,Male,S2,S2,L1,M2,0.1
31,443550,-14,89,,-126,124.0,101,150.0, ,89,33220.0,43,592.0,171.0,Female,S1,S2,L1,M2,0.8
20,1224550,45,51,-69.0,168,170.0,62,107.0,158,109,29192.0,55,3712.0,43.0,Male,S2,S2,L1,M2,1.5
71,1275129,-33,71,,45,-34.0,148,171.0,113,122,,65,4735.0,234.0,Female,S2,S2,L1,M2,5.9
62,725373,-30,66,64.0,49,155.0,68,161.0, ,115,9325.0,14,3800.0,1.0,Female,S2,S1,L2,M2,1.6
72,1524077,14,15,,-82,-52.0,90,174.0,181,71,12619.0,50,325.0,166.0,Female,S2,S1,L2,M2,7.1
14,726878,37,5,52.0,-135,-116.0,149,87.0,190,NAN,,74,4833.0,422.0,Male,S1,S2,L1,M1,5.4
19,903792,1,62,32.0,36,147.0,88,88.0,166,106,3232.0,88,3928.0,216.0, ,S1,S2,L2,M2,0.1
NAN,770200,NAN,53,79.0,-116,136.0,43,114.0,128,94,14388.0,3,4872.0,461.0,Female,S2,NAN,L2,M2,4.2
34,1467764,-7,30,37.0,0,175.0,105,65.0,84,61,13292.0,4,3500.0,336.0,Male,S2,S1,L2,M2,2.0
20,1349469,-12,37,58.0,131,-31.0,46,78.0,148,78,22631.0,90,994.0,301.0,Male,S2,S2,L2,M1,2.5
88,1674698,-4,47,37.0,-138,134.0,117,102.0,139,81,18186.0,19,1958.0,290.0,Male,S2,S2,L1,M1,0.3
14,NAN,40,87,-10.0,142,194.0,155,190.0,154,115,5584.0,44,4533.0,226.0,Male,S1,S1,L2, ,9.1
100,1465719,19,18,-10.0,-14,-95.0,104,147.0,81,93,2691.0,88,318.0,512.0,Female,S2,S2,L1,M1,4.7
61,1929421,50,54,-81.0,-14,135.0,139,84.0,132,62,25139.0,20,4986.0,34.0,Female,S2,S2,L2,M1,1.5
12,1787554,10,93,85.0,8,192.0,61,61.0,99,85,2973.0,46,4073.0,37.0,Male,S2,S2,L2,M2,2.6
56,1516010,-27,54,-19.0,10,-91.0,81,46.0,182,95,,44,4250.0,290.0,Female,S1,S2,L1,M2,1.5
95,1230924,NAN,18,-26.0,-39,101.0,117,160.0,89,90,5915.0,53,1059.0,457.0,Female,S2,S1,L1,M2,0.9
43,976731,29,89,24.0,-41,-4.0,107,56.0,136,94,11590.0,85,4723.0,216.0,Male,S2,S2,L2,M1,8.5
41,762243,8,7,-20.0,145,-105.0,44,167.0,120,106,18144.0,85,801.0,270.0,Male,S1,S2,L1,M1,7.1
76,1209722,11,0,9.0,49,-83.0,84,170.0,197,111,11366.0,92,3239.0,495.0,Female,S1,S2,L1,M2,2.5
51,627869,-39,20,-18.0,38,,91,144.0,184,45,15749.0,44,,130.0,Male,S2,S2,L2,M1,2.2
34,341246,-22,82,77.0, ,93.0,125,,155,78,39398.0,31,742.0,346.0,Male,S1,S2,L2,M1,4.2
37,288275,-11,31,41.0,-123,124.0,90,114.0,148,84,3479.0,22,307.0,375.0,Male,S1,S2,L1,M1,2.9
82,NAN,46,92,-45.0,-16,-97.0,144,,142,110,,55,698.0,293.0,Female,S1,S2,L1,M1,5.3
48,1542686,0,63,-66.0,-60,167.0,138,140.0,117,52,8632.0,14,2216.0,412.0,Female,S1,S1,L2,M2,7.3
26,634976,46,50,42.0,-107,165.0,80,168.0,130,111,7131.0,70,225.0,325.0,Female,S2,S1,L1,M1,5.9
55,523363,22,80,,44,123.0,97,,85,100,,4,3632.0,496.0,Female,S2,S1,L2, ,8.4
61,1382951,-20,87,-69.0,178,-82.0,138,162.0, ,63,34931.0,12,3577.0,263.0,Female,S2,S1,L2,M2,9.4
100,1437888,5,NAN,-62.0,-97,116.0,NAN,73.0,97,82,36992.0,33,3205.0,206.0,Male,S2,S2,L1,M1,1.4
35,1071425,-49,36,42.0,-92,108.0,97,133.0,123,111,3890.0,56,4586.0,227.0,Male,S1,S1,L1,M1,8.5
21,1605643,-20,NAN,-85.0,-64,157.0,38,52.0,169,84,7754.0,6,1712.0,438.0,Male, ,S2,L1,M2,1.8
94,408312,-9,8,-42.0,159,105.0,151,116.0,128,125,10225.0,46,2276.0,578.0,Male,S1,S2,L2,M2,1.5
93,484680,25,79,-30.0,-48,-15.0,144,132.0,130,105,31352.0,56,163.0,502.0,Female,S2,S2,L2,M2,1.2
97,870433,10,13,48.0,169,25.0,161,48.0,172,127,25086.0,78,2604.0,600.0,Female,S1,S1,L2,M1,8.1
22,1465763,6,48,-21.0,-47,25.0,43,135.0,124,71,860.0,65,3006.0,52.0,Female,S1,S1,L2, ,0.1
30,1915690,-19,35,-48.0, ,-120.0,113,97.0,157,113,21902.0,88,1425.0,121.0,Female,S1,S2,L2,M2,1.7
62,1463146,6,10,90.0, ,-16.0,70,200.0,129,121,27879.0,14,837.0,394.0,Male,S1,S1,L1,M2,8.7
22,NAN,39,60,-88.0,-84,168.0,177,170.0,139,128,15345.0,99,1787.0,448.0,Female,S2,S1,L1,M2,5.0
49,1503850,38,33,-59.0,-14,-104.0,36,187.0,103,88,,3,2618.0,94.0,Male,S2,S1,L2,M1,7.3
17,409889,-50,28,56.0,152,9.0,76,126.0,98,130,34486.0,14,2071.0,161.0,Male,S2,S2,L2,M1,7.5
NAN,1413545,36,4,-19.0,147,-117.0,40,78.0,83,108,12503.0,56,3478.0,375.0,Male,S1,S2,L2,M1,5.5
87,626547,32,20,-43.0,-39,41.0,118,143.0,175,123,34791.0,37,1635.0,581.0,Female,S1,S2,L1, ,3.2
54,1841848,-18,95,16.0,126,174.0,44,111.0,135,100,7908.0,90,2114.0,390.0,Female,S2,S2,L2,M2,5.8
25,1649115,45,92,37.0, ,208.0,118,71.0,103,118,88.0,8,2598.0,149.0,Female,S2,S1,L2,M2,5.4
36,272995,-28,42,67.0,-119,-86.0,86,46.0,133,48,27814.0,20,3825.0,407.0,Male,S2,S2,L2,M2,2.4
13,598838,34,92,35.0,-24,-67.0,141,171.0,100,97,34509.0,43,1414.0,478.0,Male,S2,S2,L2,M2,1.6
33,999029,-36,0,-70.0,-6,46.0,60,,88,100,20233.0,61,2971.0,550.0,Male,S2,S2,L2,M2,5.6
34,232392,14,NAN,-77.0,96,119.0,115,186.0,183,95,33287.0,15,4010.0,263.0,Female,S2,S2,L2,M1,8.0
86,1670854,14,50,78.0, ,19.0,NAN,107.0,96,67,25633.0,64,2279.0,533.0,Male,S1,S1,L1,M2,0.0
51,1825770,NAN,21,68.0,-170,182.0,131,58.0,191,114,8791.0,62,1526.0,246.0,Male,S2,S2,L1,M1,7.2
11,1944833,31,85,-56.0,-179,,65,143.0, ,60,9406.0,97,3226.0,520.0,Female,S1,S2,L2,M2,4.0
77,NAN,-36,35,-63.0,-166,159.0,74,59.0,106,126,28839.0,51,3388.0,366.0,Male,S2,NAN,L2,M2,8.2
50,1904006,8,5,45.0,-151,-49.0,32,58.0,155,80,28528.0,89,4404.0,310.0,Female,S1,S1,L2,M2,1.3
76,1358794,18,80,-17.0,-33,-52.0,121,179.0,132,78,6657.0,38,1856.0,341.0,Female,S1,S1,L1,M1,7.9
58,1565205,NAN,8,23.0,-80,-18.0,54,153.0,135,126,26861.0,96,13.0,557.0,Female,S1,S2,L1,M2,9.4
62,1692522,NAN,92,15.0,4,210.0,58,,112,61,11698.0,85,3650.0,557.0,Female,S2,S2,L2,M2,1.2
13,953462,32,NAN,-90.0,101,-90.0,174,62.0,119,119,17152.0,66,2767.0,393.0,Female,S2,NAN,,M2,1.4
86,709622,11,18,-84.0,179,-87.0,NAN,115.0,197,45,35435.0,79,,478.0,Male,S2,S1,L1,M2,1.8
90,1675841,41,59,-39.0,-25,-114.0,164,148.0,85,48,29211.0,57,903.0,100.0,Female,S2,S1,L1, ,1.3
95,218436,-22,78,-19.0,-125,65.0,54,71.0,163,127,12967.0,18,569.0,219.0,Female,S2,S1,L1,M2,3.1
23,7718,34,53,-24.0,-37,184.0,89,156.0,135,51,29974.0,50,2756.0,420.0,Female,S2,S2,L2,M2,2.1
93,109832,-38,82,24.0,-53,-66.0,88,132.0,112,103,34008.0,49,1203.0,439.0,Female,S2,S1,L2,M2,3.9
26,1036173,-4,44,47.0,-73,54.0,140,129.0,178,79,30398.0,82,3241.0,92.0,Female,S1,S1,L2,M2,3.7
50,1109519,16,12,-63.0,-54,-47.0,64,195.0,98,79,33422.0,97,2531.0,229.0,Female,S2,S1,L2,M2,9.9
94,851126,30,96,-65.0,-99,88.0,157,126.0,123,40,33595.0,45,4513.0,102.0,Male,S2,S1,L2,M2,1.4
15,1993563,-38,NAN,32.0,-89,-58.0,36,155.0,170,103,35088.0,40,4654.0,232.0,Male,S1,S2,L2,M2,8.8
94,373378,39,52,23.0,58,,40,161.0,156,77,29752.0, ,4676.0,500.0,Female,S2,S1,L2,M2,2.0
86,1237929,1,56,28.0,-34,145.0,55,186.0,94,48,30780.0,78,3929.0,176.0,Male,S1,S2,L2,M2,3.8
58,1811064,22,66,-84.0, ,204.0,69,48.0,100,77,21624.0, ,4723.0,354.0,Male,S1,S1,L2,M2,9.6
NAN,1019301,-15,5,-58.0,56,-64.0,93,45.0,127,60,22395.0,80,3062.0,123.0,Male,S1,S2,L2,M1,7.9
31,1654196,-21,31,61.0,-118,-115.0,99,,175,56,4972.0,15,4452.0,583.0,Male,S1,S1,L1,M2,6.9
30,1685258,9,55,84.0,-130,67.0,89,118.0,132,67,2171.0,23,450.0,103.0,Male,S2,S1,L2,M1,8.4
37,511419,50,52,89.0,-7,23.0,142,85.0,89,52,38620.0,5,4282.0,222.0,Female,S1,S2,L2,M1,0.7
20,1307131,-20,87,6.0,-138,-28.0,158,131.0,137,92,37168.0,97,1720.0,406.0,Male,S1,S2,L1,M1,7.8
89,581117,-35,58,-72.0,-4,-63.0,54,69.0,117,74,20269.0,82,,438.0,Male,S2,S2,L2, ,3.8
12,1029739,-26,35,57.0,151,,40,91.0,196,122,33231.0,71,2952.0,494.0,Female,S1,S1,L2,M2,6.1
60,890846,-35,10,79.0,-84,-105.0,38,79.0,195,121,1697.0,62,4976.0,589.0,Female,S2,S1,L2,M1,1.9
100,1524973,-22,33,65.0,-137,73.0,48,165.0,194,72,25431.0,76,4693.0,396.0,Female,S2,S2,L2,M1,4.0
47,1081784,-12,13,-34.0,-146,-61.0,96,154.0,153,117,23042.0,24,2039.0,575.0,Female,S1,S2,L2,M2,2.7
65,1931707,38,62,,26,184.0,147,52.0,142,52,11031.0, ,1528.0,195.0,Female,S2,S2,L2,M2,3.0
81,1116557,-48,66,-74.0,-62,-117.0,86,57.0,82,120,15428.0,7,546.0,311.0,Female,S1,S2,L1,M1,6.0
NAN,122084,-7,48,, ,143.0,162,124.0,81,75,21019.0,29,2577.0,490.0,Female,S2,S2,L2,M2,5.4
13,1258190,NAN,56,6.0,-69,168.0,175,152.0,97,129,5060.0,80,3857.0,528.0,Female,S1,S2,L2, ,3.0
68,580243,18,28,-16.0,141,,161,190.0,169,79,29034.0,91,3895.0,362.0,Female,S2,S2,L2, ,0.2
85,874876,-20,62,41.0,-162,130.0,162,71.0,114,93,21977.0,9,3033.0,88.0,Female,S2,S2,L2,M2,7.3
NAN,691596,-30,83,83.0,-95,75.0,47,160.0,120,47,16613.0,90,3956.0,68.0,Female,S2,S2,L1,M2,5.2
95,346892,24,95,-48.0,-122,-99.0,70,200.0,183,69,25221.0,27,2847.0,441.0,Male,S1,S1,L2,M1,9.7
27,824626,15,68,-28.0,-27,50.0,131,125.0,101,NAN,27585.0,60,4626.0,488.0,Male, ,S1,L2,M1,4.8
